j;Ptz;t;K;DA;DB;DC;DD;Y;Pt;Pe;Zg;Zw;PtA;PtB;PtC;PtD;PtS;E;PeA;PeB;PeC;PeD;ZgA;ZwB;ZwC;ZwD;RA;RB;RC;RD
7131;375;8,8;147;1;1;1;1;28644,32;381,50;184,69;0,00;2271,89;0,00;0,00;220,00;155,00;6,50;839,50;0,00;0,00;110,00;74,69;0,00;0,00;1322,82;949,07;0,00;0,00;0,00;0,00
7132;366,7;9;173,3;1;1;1;1;32634,03;373,20;180,18;0,00;2224,17;0,00;0,00;220,00;146,70;6,50;839,50;0,00;0,00;110,00;70,18;0,00;0,00;1322,82;901,35;0,00;0,00;0,00;0,00
7133;370,3;8,5;200,3;1;1;1;1;37928,10;376,80;182,14;0,00;2244,87;0,00;0,00;220,00;150,30;6,50;839,50;0,00;0,00;110,00;72,14;0,00;0,00;1322,82;922,05;0,00;0,00;0,00;0,00
7134;368;8;166,7;1;1;1;1;31576,07;374,50;180,89;0,00;2231,64;0,00;0,00;220,00;148,00;6,50;839,50;0,00;0,00;110,00;70,89;0,00;0,00;1322,82;908,82;0,00;0,00;0,00;0,00
7135;365,1;8;243,6;1;1;1;1;45072,52;371,60;179,31;0,00;2214,97;0,00;0,00;220,00;145,10;6,50;839,50;0,00;0,00;110,00;69,31;0,00;0,00;1322,82;892,15;0,00;0,00;0,00;0,00
7136;366,2;7,8;225,7;1;1;1;1;42009,11;372,70;179,91;0,00;2221,29;0,00;0,00;220,00;146,20;6,50;839,50;0,00;0,00;110,00;69,91;0,00;0,00;1322,82;898,47;0,00;0,00;0,00;0,00
7137;366,3;8;254,5;1;1;1;1;47205,41;372,80;179,97;0,00;2221,87;0,00;0,00;220,00;146,30;6,50;839,50;0,00;0,00;110,00;69,97;0,00;0,00;1322,82;899,05;0,00;0,00;0,00;0,00
7138;349,3;8;243;1;1;1;1;42715,01;355,80;170,73;0,00;2124,12;0,00;0,00;220,00;129,30;6,50;839,50;0,00;0,00;110,00;60,73;0,00;0,00;1322,82;801,30;0,00;0,00;0,00;0,00
7139;343,1;8;253,1;1;1;1;1;43522,50;349,60;167,36;0,00;2088,47;0,00;0,00;220,00;123,10;6,50;839,50;0,00;0,00;110,00;57,36;0,00;0,00;1322,82;765,65;0,00;0,00;0,00;0,00
7140;331,5;8,9;236,6;1;1;1;1;39149,49;338,00;161,06;0,00;2021,77;0,00;0,00;220,00;111,50;6,50;839,50;0,00;0,00;110,00;51,06;0,00;0,00;1322,82;698,95;0,00;0,00;0,00;0,00
7141;324,6;8;242,4;1;1;1;1;39103,34;331,10;157,31;0,00;1982,09;0,00;0,00;220,00;104,60;6,50;839,50;0,00;0,00;110,00;47,31;0,00;0,00;1322,82;659,27;0,00;0,00;0,00;0,00
7142;304,9;9;274,6;1;1;1;1;41025,40;311,40;146,61;0,00;1868,82;0,00;0,00;220,00;84,90;6,50;839,50;0,00;0,00;110,00;36,61;0,00;0,00;1322,82;546,00;0,00;0,00;0,00;0,00
7143;264,4;9;223,5;1;1;1;1;28195,31;270,90;124,61;0,00;1635,94;0,00;0,00;220,00;44,40;6,50;839,50;0,00;0,00;110,00;14,61;0,00;0,00;1322,82;313,12;0,00;0,00;0,00;0,00
7144;256,3;9;259,3;1;1;1;1;31431,27;262,80;120,21;0,00;1589,37;0,00;0,00;220,00;36,30;6,50;839,50;0,00;0,00;110,00;10,21;0,00;0,00;1322,82;266,55;0,00;0,00;0,00;0,00
7145;241,1;8,5;271,6;1;1;1;1;30509,26;247,60;111,96;0,00;1501,97;0,00;0,00;220,00;21,10;6,50;839,50;0,00;0,00;110,00;1,96;0,00;0,00;1322,82;179,15;0,00;0,00;0,00;0,00
7146;238;8;258,4;1;1;1;1;28564,07;244,50;110,27;0,00;1484,14;0,00;0,00;220,00;18,00;6,50;839,50;0,00;0,00;110,00;0,27;0,00;0,00;1322,82;161,32;0,00;0,00;0,00;0,00
7147;243,8;7,1;273,9;1;1;1;1;31196,56;250,30;113,42;0,00;1517,49;0,00;0,00;220,00;23,80;6,50;839,50;0,00;0,00;110,00;3,42;0,00;0,00;1322,82;194,67;0,00;0,00;0,00;0,00
7148;236,2;7,4;281,8;1;1;1;1;12032,88;236,20;237,62;61,40;2491,70;9,70;0,00;220,00;0,00;6,50;839,50;7,62;120,00;110,00;0,00;61,40;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7149;268,6;7;275,1;1;1;1;1;13734,92;275,10;246,89;0,00;2828,97;0,00;0,00;220,00;48,60;6,50;839,50;0,00;120,00;110,00;16,89;0,00;1168,88;1322,82;337,27;0,00;0,00;0,00;0,00
7150;277,4;6;212,8;1;1;1;1;6315,19;283,90;251,67;0,00;2879,57;0,00;0,00;220,00;57,40;6,50;839,50;0,00;120,00;110,00;21,67;0,00;1168,88;1322,82;387,87;0,00;0,00;0,00;0,00
7151;277;6,4;231,7;1;1;1;1;8938,32;283,50;251,46;0,00;2877,27;0,00;0,00;220,00;57,00;6,50;839,50;0,00;120,00;110,00;21,46;0,00;1168,88;1322,82;385,57;0,00;0,00;0,00;0,00
7152;297,9;6;178;1;1;1;1;6533,01;304,40;142,81;0,00;1828,57;0,00;0,00;220,00;77,90;6,50;839,50;0,00;0,00;110,00;32,81;0,00;0,00;1322,82;505,75;0,00;0,00;0,00;0,00
7153;309,8;6;200,1;1;1;1;1;8675,35;316,30;149,27;0,00;1896,99;0,00;0,00;220,00;89,80;6,50;839,50;0,00;0,00;110,00;39,27;0,00;0,00;1322,82;574,17;0,00;0,00;0,00;0,00
7154;310,6;6,3;192,4;1;1;1;1;8464,87;317,10;149,71;0,00;1901,59;0,00;0,00;220,00;90,60;6,50;839,50;0,00;0,00;110,00;39,71;0,00;0,00;1322,82;578,77;0,00;0,00;0,00;0,00
7155;304,4;6,2;217,6;1;1;1;1;10467,49;310,90;266,34;0,00;3034,82;0,00;0,00;220,00;84,40;6,50;839,50;0,00;120,00;110,00;36,34;0,00;1168,88;1322,82;543,12;0,00;0,00;0,00;0,00
7156;303,5;5,8;175,8;1;1;1;1;7053,84;310,00;145,85;0,00;1860,77;0,00;0,00;220,00;83,50;6,50;839,50;0,00;0,00;110,00;35,85;0,00;0,00;1322,82;537,95;0,00;0,00;0,00;0,00
7157;293,9;6,1;187,2;1;1;1;1;6386,50;300,40;140,64;0,00;1805,57;0,00;0,00;220,00;73,90;6,50;839,50;0,00;0,00;110,00;30,64;0,00;0,00;1322,82;482,75;0,00;0,00;0,00;0,00
7158;289,3;6;209,7;1;1;1;1;7355,30;295,80;258,14;0,00;2947,99;0,00;0,00;220,00;69,30;6,50;839,50;0,00;120,00;110,00;28,14;0,00;1168,88;1322,82;456,30;0,00;0,00;0,00;0,00
7159;284,7;6;235,2;1;1;1;1;10497,28;291,20;255,64;0,00;2921,54;0,00;0,00;220,00;64,70;6,50;839,50;0,00;120,00;110,00;25,64;0,00;1168,88;1322,82;429,85;0,00;0,00;0,00;0,00
7160;285,1;6,2;263,7;1;1;1;1;14709,46;291,60;255,86;0,00;2923,84;0,00;0,00;220,00;65,10;6,50;839,50;0,00;120,00;110,00;25,86;0,00;1168,88;1322,82;432,15;0,00;0,00;0,00;0,00
7161;293,9;7;227,7;1;1;1;1;10638,60;300,40;260,64;0,00;2974,44;0,00;0,00;220,00;73,90;6,50;839,50;0,00;120,00;110,00;30,64;0,00;1168,88;1322,82;482,75;0,00;0,00;0,00;0,00
7162;307;8;243,5;1;1;1;1;14887,66;313,50;267,75;0,00;3049,77;0,00;0,00;220,00;87,00;6,50;839,50;0,00;120,00;110,00;37,75;0,00;1168,88;1322,82;558,07;0,00;0,00;0,00;0,00
7163;337,2;8,2;256,2;1;1;1;1;43158,86;343,70;164,16;0,00;2054,54;0,00;0,00;220,00;117,20;6,50;839,50;0,00;0,00;110,00;54,16;0,00;0,00;1322,82;731,72;0,00;0,00;0,00;0,00
7164;342,5;9;255,2;1;1;1;1;43784,54;349,00;167,04;0,00;2085,02;0,00;0,00;220,00;122,50;6,50;839,50;0,00;0,00;110,00;57,04;0,00;0,00;1322,82;762,20;0,00;0,00;0,00;0,00
7165;327,4;10;231,8;1;1;1;1;37817,50;333,90;158,83;0,00;1998,19;0,00;0,00;220,00;107,40;6,50;839,50;0,00;0,00;110,00;48,83;0,00;0,00;1322,82;675,37;0,00;0,00;0,00;0,00
7166;268,9;11,4;248;1;1;1;1;31901,33;275,40;127,06;0,00;1661,82;0,00;0,00;220,00;48,90;6,50;839,50;0,00;0,00;110,00;17,06;0,00;0,00;1322,82;339,00;0,00;0,00;0,00;0,00
7167;223;11;248,4;1;1;1;1;1085,34;223,00;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;3,00;836,50;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7168;225,8;10,7;215,9;1;1;1;1;1085,34;225,80;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;5,80;830,70;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7169;219,8;9,9;262,1;1;1;1;1;8224,64;225,80;230,00;0,00;2491,70;0,00;0,00;220,00;0,00;5,80;830,70;0,00;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7170;215,3;9;238,8;1;1;1;1;5428,64;225,80;230,00;0,00;2491,70;0,00;0,00;220,00;0,00;5,80;830,70;0,00;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7171;214,6;9;230,4;1;1;1;1;4420,64;225,80;230,00;0,00;2491,70;0,00;0,00;220,00;0,00;5,80;830,70;0,00;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7172;210,3;9;266,5;1;1;1;1;8752,64;225,80;230,00;0,00;2491,70;0,00;0,00;220,00;0,00;5,80;830,70;0,00;120,00;110,00;0,00;0,00;1168,88;1322,82;0,00;0,00;0,00;0,00;0,00
7173;226,2;8,9;255,7;1;1;1;1;1085,34;226,20;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;6,20;824,50;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7174;249,7;8;246,8;1;1;1;1;28975,15;255,90;116,63;0,00;1551,42;0,00;0,00;220,00;29,70;6,20;824,50;0,00;0,00;110,00;6,63;0,00;0,00;1322,82;228,60;0,00;0,00;0,00;0,00
7175;278,3;8,6;243,3;1;1;1;1;32644,26;284,50;132,16;0,00;1715,87;0,00;0,00;220,00;58,30;6,20;824,50;0,00;0,00;110,00;22,16;0,00;0,00;1322,82;393,05;0,00;0,00;0,00;0,00
7176;294,2;9;217,9;1;1;1;1;31334,69;300,40;140,80;0,00;1807,29;0,00;0,00;220,00;74,20;6,20;824,50;0,00;0,00;110,00;30,80;0,00;0,00;1322,82;484,47;0,00;0,00;0,00;0,00
7177;305,5;8,9;194,2;1;1;1;1;29307,30;311,70;146,94;0,00;1872,27;0,00;0,00;220,00;85,50;6,20;824,50;0,00;0,00;110,00;36,94;0,00;0,00;1322,82;549,45;0,00;0,00;0,00;0,00
7178;304,4;9;206;1;1;1;1;30906,64;310,60;146,34;0,00;1865,94;0,00;0,00;220,00;84,40;6,20;824,50;0,00;0,00;110,00;36,34;0,00;0,00;1322,82;543,12;0,00;0,00;0,00;0,00
7179;303,2;8,8;204,2;1;1;1;1;30497,64;309,40;145,69;0,00;1859,04;0,00;0,00;220,00;83,20;6,20;824,50;0,00;0,00;110,00;35,69;0,00;0,00;1322,82;536,22;0,00;0,00;0,00;0,00
7180;302,4;8,6;200,4;1;1;1;1;29848,61;308,60;145,25;0,00;1854,44;0,00;0,00;220,00;82,40;6,20;824,50;0,00;0,00;110,00;35,25;0,00;0,00;1322,82;531,62;0,00;0,00;0,00;0,00
7181;301,8;7,2;209,2;1;1;1;1;31052,43;308,00;144,93;0,00;1850,99;0,00;0,00;220,00;81,80;6,20;824,50;0,00;0,00;110,00;34,93;0,00;0,00;1322,82;528,17;0,00;0,00;0,00;0,00
7182;304,5;6,8;179,9;1;1;1;1;27097,96;310,70;146,40;0,00;1866,52;0,00;0,00;220,00;84,50;6,20;824,50;0,00;0,00;110,00;36,40;0,00;0,00;1322,82;543,70;0,00;0,00;0,00;0,00
7183;306,2;6;249,7;1;1;1;1;37564,60;312,40;147,32;0,00;1876,29;0,00;0,00;220,00;86,20;6,20;824,50;0,00;0,00;110,00;37,32;0,00;0,00;1322,82;553,47;0,00;0,00;0,00;0,00
7184;304,6;5,7;247,6;1;1;1;1;37023,40;310,80;146,45;0,00;1867,09;0,00;0,00;220,00;84,60;6,20;824,50;0,00;0,00;110,00;36,45;0,00;0,00;1322,82;544,27;0,00;0,00;0,00;0,00
7185;332,6;6;238,5;1;1;1;1;39609,46;338,80;161,66;0,00;2028,09;0,00;0,00;220,00;112,60;6,20;824,50;0,00;0,00;110,00;51,66;0,00;0,00;1322,82;705,27;0,00;0,00;0,00;0,00
7186;335,3;6;244;1;1;1;1;40884,53;341,50;163,13;0,00;2043,62;0,00;0,00;220,00;115,30;6,20;824,50;0,00;0,00;110,00;53,13;0,00;0,00;1322,82;720,80;0,00;0,00;0,00;0,00
7187;332,1;6,7;236,8;1;1;1;1;39265,13;338,30;161,39;0,00;2025,22;0,00;0,00;220,00;112,10;6,20;824,50;0,00;0,00;110,00;51,39;0,00;0,00;1322,82;702,40;0,00;0,00;0,00;0,00
7188;349,8;7,5;266,9;1;1;1;1;46873,17;356,00;171,00;0,00;2126,99;0,00;0,00;220,00;129,80;6,20;824,50;0,00;0,00;110,00;61,00;0,00;0,00;1322,82;804,17;0,00;0,00;0,00;0,00
7189;315,5;7;272,1;1;1;1;1;42335,87;321,70;152,37;0,00;1929,77;0,00;0,00;220,00;95,50;6,20;824,50;0,00;0,00;110,00;42,37;0,00;0,00;1322,82;606,95;0,00;0,00;0,00;0,00
7190;253;6,6;278,5;1;1;1;1;33205,79;259,20;118,42;0,00;1570,39;0,00;0,00;220,00;33,00;6,20;824,50;0,00;0,00;110,00;8,42;0,00;0,00;1322,82;247,57;0,00;0,00;0,00;0,00
7191;225,1;6,9;239,3;1;1;1;1;24646,85;231,30;103,26;0,00;1409,97;0,00;0,00;220,00;5,10;6,20;824,50;0,00;0,00;110,00;-6,74;0,00;0,00;1322,82;87,15;0,00;0,00;0,00;0,00
7192;205,8;6;236;1;1;1;1;27045,34;226,20;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;6,20;824,50;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7193;202,4;5,1;233,4;1;1;1;1;26759,34;226,20;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;6,20;824,50;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7194;205,4;5;236,5;1;1;1;1;27100,34;226,20;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;6,20;824,50;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7195;214,6;5;227,2;1;1;1;1;26077,34;226,20;110,00;0,00;1322,82;0,00;0,00;220,00;0,00;6,20;824,50;0,00;0,00;110,00;0,00;0,00;0,00;1322,82;0,00;0,00;0,00;0,00;0,00
7196;245,9;4,6;240,1;1;1;1;1;27658,62;252,10;114,56;0,00;1529,57;0,00;0,00;220,00;25,90;6,20;824,50;0,00;0,00;110,00;4,56;0,00;0,00;1322,82;206,75;0,00;0,00;0,00;0,00
7197;293,8;4,2;244,8;1;1;1;1;35064,86;300,00;140,58;0,00;1804,99;0,00;0,00;220,00;73,80;6,20;824,50;0,00;0,00;110,00;30,58;0,00;0,00;1322,82;482,17;0,00;0,00;0,00;0,00
7198;300,1;2;195,8;1;1;1;1;28911,90;306,30;144,00;0,00;1841,22;0,00;0,00;220,00;80,10;6,20;824,50;0,00;0,00;110,00;34,00;0,00;0,00;1322,82;518,40;0,00;0,00;0,00;0,00
7199;308,6;2;254,2;1;1;1;1;38583,90;314,80;148,62;0,00;1890,09;0,00;0,00;220,00;88,60;6,20;824,50;0,00;0,00;110,00;38,62;0,00;0,00;1322,82;567,27;0,00;0,00;0,00;0,00
7200;310,8;2;200,4;1;1;1;1;30850,39;317,00;149,82;0,00;1902,74;0,00;0,00;220,00;90,80;6,20;824,50;0,00;0,00;110,00;39,82;0,00;0,00;1322,82;579,92;0,00;0,00;0,00;0,00
7201;304,6;2;210,2;1;1;1;1;31546,19;310,80;146,45;0,00;1867,09;0,00;0,00;220,00;84,60;6,20;824,50;0,00;0,00;110,00;36,45;0,00;0,00;1322,82;544,27;0,00;0,00;0,00;0,00
7202;309,6;2,6;199,8;1;1;1;1;30617,78;315,80;149,17;0,00;1895,84;0,00;0,00;220,00;89,60;6,20;824,50;0,00;0,00;110,00;39,17;0,00;0,00;1322,82;573,02;0,00;0,00;0,00;0,00
7203;301,2;2;216,7;1;1;1;1;32062,52;307,40;144,60;0,00;1847,54;0,00;0,00;220,00;81,20;6,20;824,50;0,00;0,00;110,00;34,60;0,00;0,00;1322,82;524,72;0,00;0,00;0,00;0,00
7204;297,2;2;214,7;1;1;1;1;31265,21;303,40;142,43;0,00;1824,54;0,00;0,00;220,00;77,20;6,20;824,50;0,00;0,00;110,00;32,43;0,00;0,00;1322,82;501,72;0,00;0,00;0,00;0,00
7205;300,4;2,5;188,1;1;1;1;1;27836,83;306,60;144,17;0,00;1842,94;0,00;0,00;220,00;80,40;6,20;824,50;0,00;0,00;110,00;34,17;0,00;0,00;1322,82;520,12;0,00;0,00;0,00;0,00
7206;300,9;2;174,2;1;1;1;1;25885,41;307,10;144,44;0,00;1845,82;0,00;0,00;220,00;80,90;6,20;824,50;0,00;0,00;110,00;34,44;0,00;0,00;1322,82;523,00;0,00;0,00;0,00;0,00
7207;306,7;3;276,5;1;1;1;1;41593,04;312,90;147,59;0,00;1879,17;0,00;0,00;220,00;86,70;6,20;824,50;0,00;0,00;110,00;37,59;0,00;0,00;1322,82;556,35;0,00;0,00;0,00;0,00
7208;308,4;2,7;248,5;1;1;1;1;37707,67;314,60;148,51;0,00;1888,94;0,00;0,00;220,00;88,40;6,20;824,50;0,00;0,00;110,00;38,51;0,00;0,00;1322,82;566,12;0,00;0,00;0,00;0,00
7209;331,7;3;246,4;1;1;1;1;40756,75;337,90;161,17;0,00;2022,92;0,00;0,00;220,00;111,70;6,20;824,50;0,00;0,00;110,00;51,17;0,00;0,00;1322,82;700,10;0,00;0,00;0,00;0,00
7210;339,6;3;254,3;1;1;1;1;43203,45;345,80;165,46;0,00;2068,34;0,00;0,00;220,00;119,60;6,20;824,50;0,00;0,00;110,00;55,46;0,00;0,00;1322,82;745,52;0,00;0,00;0,00;0,00
7211;356,9;3,8;271,3;1;1;1;1;48745,77;363,10;174,86;0,00;2167,82;0,00;0,00;220,00;136,90;6,20;824,50;0,00;0,00;110,00;64,86;0,00;0,00;1322,82;845,00;0,00;0,00;0,00;0,00
7212;364,8;4;254,8;1;1;1;1;47036,19;371,00;179,15;0,00;2213,24;0,00;0,00;220,00;144,80;6,20;824,50;0,00;0,00;110,00;69,15;0,00;0,00;1322,82;890,42;0,00;0,00;0,00;0,00
7213;384,1;4,8;218,3;1;1;1;1;42986,55;390,30;189,63;0,00;2324,22;0,00;0,00;220,00;164,10;6,20;824,50;0,00;0,00;110,00;79,63;0,00;0,00;1322,82;1001,40;0,00;0,00;0,00;0,00
7214;405,7;5,6;245,2;1;1;1;1;51189,38;411,90;201,37;0,00;2448,42;0,00;0,00;220,00;185,70;6,20;824,50;0,00;0,00;110,00;91,37;0,00;0,00;1322,82;1125,60;0,00;0,00;0,00;0,00
7215;407,7;5;247,3;1;1;1;1;51901,72;413,90;202,45;0,00;2459,92;0,00;0,00;220,00;187,70;6,20;824,50;0,00;0,00;110,00;92,45;0,00;0,00;1322,82;1137,10;0,00;0,00;0,00;0,00
7216;411,5;4,7;264,5;1;1;1;1;55969,44;417,70;204,52;0,00;2481,77;0,00;0,00;220,00;191,50;6,20;824,50;0,00;0,00;110,00;94,52;0,00;0,00;1322,82;1158,95;0,00;0,00;0,00;0,00
7217;390,4;4;258,6;1;1;1;1;51579,33;396,60;193,06;0,00;2360,44;0,00;0,00;220,00;170,40;6,20;824,50;0,00;0,00;110,00;83,06;0,00;0,00;1322,82;1037,62;0,00;0,00;0,00;0,00
7218;374,5;3,1;228,8;1;1;1;1;43684,73;380,70;184,42;0,00;2269,02;0,00;0,00;220,00;154,50;6,20;824,50;0,00;0,00;110,00;74,42;0,00;0,00;1322,82;946,20;0,00;0,00;0,00;0,00
7219;344,8;2,3;263,5;1;1;1;1;45524,08;351,00;168,29;0,00;2098,24;0,00;0,00;220,00;124,80;6,20;824,50;0,00;0,00;110,00;58,29;0,00;0,00;1322,82;775,42;0,00;0,00;0,00;0,00
7220;344,1;1,7;223;1;1;1;1;38616,41;350,30;167,91;0,00;2094,22;0,00;0,00;220,00;124,10;6,20;824,50;0,00;0,00;110,00;57,91;0,00;0,00;1322,82;771,40;0,00;0,00;0,00;0,00
7221;346,4;1;218;1;1;1;1;38073,16;352,60;169,16;0,00;2107,44;0,00;0,00;220,00;126,40;6,20;824,50;0,00;0,00;110,00;59,16;0,00;0,00;1322,82;784,62;0,00;0,00;0,00;0,00
7222;346,6;1;234,9;1;1;1;1;40959,49;352,80;169,26;0,00;2108,59;0,00;0,00;220,00;126,60;6,20;824,50;0,00;0,00;110,00;59,26;0,00;0,00;1322,82;785,77;0,00;0,00;0,00;0,00
7223;359,1;0,9;198,6;1;1;1;1;14447,72;365,30;176,05;0,00;2180,47;0,00;0,00;220,00;139,10;6,20;824,50;0,00;0,00;110,00;66,05;0,00;0,00;1322,82;857,65;0,00;0,00;0,00;0,00
7224;357,9;1;180,1;1;1;1;1;13095,83;364,10;175,40;0,00;2173,57;0,00;0,00;220,00;137,90;6,20;824,50;0,00;0,00;110,00;65,40;0,00;0,00;1322,82;850,75;0,00;0,00;0,00;0,00
7225;355;0;185,9;1;1;1;1;13152,16;361,20;173,83;0,00;2156,89;0,00;0,00;220,00;135,00;6,20;824,50;0,00;0,00;110,00;63,83;0,00;0,00;1322,82;834,07;0,00;0,00;0,00;0,00
7226;348,5;0;186,4;1;1;1;1;12458,32;354,70;170,30;0,00;2119,52;0,00;0,00;220,00;128,50;6,20;824,50;0,00;0,00;110,00;60,30;0,00;0,00;1322,82;796,70;0,00;0,00;0,00;0,00
7227;351,1;0;193;1;1;1;1;13155,90;357,30;171,71;0,00;2134,47;0,00;0,00;220,00;131,10;6,20;824,50;0,00;0,00;110,00;61,71;0,00;0,00;1322,82;811,65;0,00;0,00;0,00;0,00
7228;328,5;-0,5;208,1;1;1;1;1;11957,20;334,70;279,43;0,00;3173,39;0,00;0,00;220,00;108,50;6,20;824,50;0,00;120,00;110,00;49,43;0,00;1168,88;1322,82;681,70;0,00;0,00;0,00;0,00
7229;301,1;-1;180,7;1;1;1;1;6968,98;307,30;144,55;0,00;1846,97;0,00;0,00;220,00;81,10;6,20;824,50;0,00;0,00;110,00;34,55;0,00;0,00;1322,82;524,15;0,00;0,00;0,00;0,00
7230;292,7;-1;220,9;1;1;1;1;9457,79;298,90;259,99;0,00;2967,54;0,00;0,00;220,00;72,70;6,20;824,50;0,00;120,00;110,00;29,99;0,00;1168,88;1322,82;475,85;0,00;0,00;0,00;0,00
7231;290,4;-0,4;207,8;1;1;1;1;7209,45;296,60;258,74;0,00;2954,32;0,00;0,00;220,00;70,40;6,20;824,50;0,00;120,00;110,00;28,74;0,00;1168,88;1322,82;462,62;0,00;0,00;0,00;0,00
7232;287,6;0;242,1;1;1;1;1;11913,73;293,80;257,21;0,00;2938,22;0,00;0,00;220,00;67,60;6,20;824,50;0,00;120,00;110,00;27,21;0,00;1168,88;1322,82;446,52;0,00;0,00;0,00;0,00
7233;282,2;0,1;224,6;1;1;1;1;1170466,99;288,40;5311,88;0,00;2849,35;0,00;0,00;282,20;0,00;6,20;824,50;0,00;120,00;5191,88;0,00;0,00;1168,88;1680,47;0,00;0,00;0,00;0,00;0,00
7234;292;0,6;260,3;1;1;1;1;1506769,65;298,20;5874,95;0,00;2905,70;0,00;0,00;292,00;0,00;6,20;824,50;0,00;120,00;5754,95;0,00;0,00;1168,88;1736,82;0,00;0,00;0,00;0,00;0,00
7235;302,5;1;257,5;1;1;1;1;1657104,54;308,70;6522,23;0,00;2966,07;0,00;0,00;302,50;0,00;6,20;824,50;0,00;120,00;6402,23;0,00;0,00;1168,88;1797,20;0,00;0,00;0,00;0,00;0,00
7236;304,1;0;235,4;1;1;1;1;1537162,93;310,30;6624,96;0,00;2975,27;0,00;0,00;304,10;0,00;6,20;824,50;0,00;120,00;6504,96;0,00;0,00;1168,88;1806,40;0,00;0,00;0,00;0,00;0,00
7237;309,9;0,7;254,8;1;1;1;1;1762997,18;316,10;7006,63;0,00;3008,62;0,00;0,00;309,90;0,00;6,20;824,50;0,00;120,00;6886,63;0,00;0,00;1168,88;1839,75;0,00;0,00;0,00;0,00;0,00
7238;305,2;1;237,8;1;1;1;1;1570021,32;311,40;6696,23;0,00;2981,60;0,00;0,00;305,20;0,00;6,20;824,50;0,00;120,00;6576,23;0,00;0,00;1168,88;1812,72;0,00;0,00;0,00;0,00;0,00
7239;303,8;0,9;216,6;1;1;1;1;1408420,25;310,00;6605,61;0,00;2973,55;0,00;0,00;303,80;0,00;6,20;824,50;0,00;120,00;6485,61;0,00;0,00;1168,88;1804,67;0,00;0,00;0,00;0,00;0,00
7240;243,5;0,8;236,6;1;1;1;1;793090,68;249,70;3449,17;0,00;2626,82;0,00;0,00;243,50;0,00;6,20;824,50;0,00;120,00;3329,17;0,00;0,00;1168,88;1457,95;0,00;0,00;0,00;0,00;0,00
7241;206,7;0,4;235,8;1;1;1;1;484825,01;212,90;2155,18;0,00;2415,22;0,00;0,00;206,70;0,00;6,20;824,50;0,00;120,00;2035,18;0,00;0,00;1168,88;1246,35;0,00;0,00;0,00;0,00;0,00
7242;177,9;-1;219;1;1;1;1;287254,99;184,10;1419,73;0,00;2249,62;0,00;0,00;177,90;0,00;6,20;824,50;0,00;120,00;1299,73;0,00;0,00;1168,88;1080,75;0,00;0,00;0,00;0,00;0,00
7243;152;-1,8;259,6;1;1;1;1;218822,05;158,20;935,12;0,00;2100,70;0,00;0,00;152,00;0,00;6,20;824,50;0,00;120,00;815,12;0,00;0,00;1168,88;931,82;0,00;0,00;0,00;0,00;0,00
7244;152,4;-2;260,6;1;1;1;1;221414,69;158,60;941,46;0,00;2103,00;0,00;0,00;152,40;0,00;6,20;824,50;0,00;120,00;821,46;0,00;0,00;1168,88;934,12;0,00;0,00;0,00;0,00;0,00
7245;175,5;-3;256,4;1;1;1;1;327117,74;181,70;1368,21;0,00;2235,82;0,00;0,00;175,50;0,00;6,20;824,50;0,00;120,00;1248,21;0,00;0,00;1168,88;1066,95;0,00;0,00;0,00;0,00;0,00
7246;221,5;-4;243,4;1;1;1;1;615567,25;227,70;2624,40;0,00;2500,32;0,00;0,00;221,50;0,00;6,20;824,50;0,00;120,00;2504,40;0,00;0,00;1168,88;1331,45;0,00;0,00;0,00;0,00;0,00
7247;195,4;-4;218,8;1;1;1;1;70729,40;618,20;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;6,20;824,50;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
7248;202,5;-6;194,6;1;1;1;1;63009,60;618,20;319,00;0,00;3780,18;0,00;172,00;220,00;220,00;6,20;824,50;0,00;99,00;110,00;110,00;0,00;1134,54;1322,82;1322,82;0,00;0,00;0,00;0,00
